,Name,Address,City.State,ZIP,Sites,Url,House district,Senate district,FullstreetAddress,latitude,longitude,County,state
327,Hunters Creek,"725 Demille Road,","Lapeer, MI",48446,402,https://www.mhvillage.com/parks/15872,67,26,"725 Demille Road, Lapeer, MI 48446",43.03903902,-83.31516898,Lapeer County,Michigan
328,River Ridge,"25 Pine Ridge Drive,","Lapeer, MI",48446,215,https://www.mhvillage.com/parks/31689,67,26,"25 Pine Ridge Drive, Lapeer, MI 48446",43.07783902,-83.30611997,Lapeer County,Michigan
329,Crestview Manor,"1485 Ridgeview Drive,","Lapeer, MI",48446,200,https://www.mhvillage.com/parks/15542,67,26,"1485 Ridgeview Drive, Lapeer, MI 48446",43.06707301,-83.31256699,Lapeer County,Michigan
330,Lapeer Meadows,"1265 Farnsworth Road,","Lapeer, MI",48446,228,https://www.mhvillage.com/parks/15544,67,26,"1265 Farnsworth Road, Lapeer, MI 48446",43.06764901,-83.29881497,Lapeer County,Michigan
331,Neighbors of Lapeer,"606 North Saginaw Street,","Lapeer, MI",48446,NA,https://www.mhvillage.com/parks/129176,67,26,"606 North Saginaw Street, Lapeer, MI 48446",43.05716799,-83.30963098,Lapeer County,Michigan
332,Swartz Creek Meadows,"4101 Sheridan Road,","Lennon, MI",48449,584,https://www.mhvillage.com/parks/359,69,27,"4101 Sheridan Road, Lennon, MI 48449",42.96843301,-83.92638197,Genesee County,Michigan
333,Lakeview Manufactured Home Community,"5767 Main Street,","Lexington, MI",48450,45,https://www.mhvillage.com/parks/15646,98,25,"5767 Main Street, Lexington, MI 48450",43.26095479,-82.53047291,Sanilac County,Michigan
334,Lexington North Shore Mobile Home Community,"5203 Main Street,","Lexington, MI",48450,228,https://www.mhvillage.com/parks/15647,98,25,"5203 Main Street, Lexington, MI 48450",43.275181,-82.52982296,Sanilac County,Michigan
335,Sandpiper Estates Co-op,"6103 Lakeshore Road,","Lexington, MI",48450,90,https://www.mhvillage.com/parks/15649,64,25,"6103 Lakeshore Road, Lexington, MI 48450",43.25193299,-82.527413,Sanilac County,Michigan
336,Pine Ridge,"9348 Silver Lake Road,","Linden, MI",48451,195,https://www.mhvillage.com/parks/15741,71,22,"9348 Silver Lake Road, Linden, MI 48451",42.79803801,-83.85693204,Genesee County,Michigan
337,North Bay Harbor Club,"9348 Silver Lake Road,","Linden, MI",48451,94,https://www.mhvillage.com/parks/15915,72,22,"9348 Silver Lake Road, Linden, MI 48451",42.79803801,-83.85693204,Genesee County,Michigan
338,Shiawassee Shores,"1515 West Rolston Road,","Linden, MI",48451,278,https://www.mhvillage.com/parks/15747,72,22,"1515 West Rolston Road, Linden, MI 48451",42.82436405,-83.78727772,Genesee County,Michigan
339,South Gate Mobile Home Park,"5409 Dooleey Dr Linden Mi 48451,","Linden, MI",48451,NA,https://www.mhvillage.com/parks/106668,72,22,"5409 Dooleey Dr Linden Mi 48451, Linden, MI 48451",42.80456999,-83.78326902,Genesee County,Michigan
340,Pine Terrace Estates,"2236 Van Dyke Road,","Marlette, MI",48453,56,https://www.mhvillage.com/parks/15651,98,25,"2236 Van Dyke Road, Marlette, MI 48453",43.37060223,-83.08555844,Sanilac County,Michigan
341,Marlette Subdivision,"Lilac Dr,","Marlette, MI",48453,NA,https://www.mhvillage.com/parks/16045,98,25,"Lilac Dr, Marlette, MI 48453",43.32518976,-83.08619088,Sanilac County,Michigan
342,Ideal Villa MHC,"3660 South Lapeer Road,","Metamora, MI",48455,168,https://www.mhvillage.com/parks/15302,67,24,"3660 South Lapeer Road, Metamora, MI 48455",42.95140501,-83.31624497,Lapeer County,Michigan
343,Marshall's Crossing,"12050 Trident Boulevard,","Montrose, MI",48457,200,https://www.mhvillage.com/parks/16009,97,26,"12050 Trident Boulevard, Montrose, MI 48457",43.17871799,-83.84131597,Genesee County,Michigan
344,Riverside Crossing,"10186 West Farrand Road,","Montrose, MI",48457,142,https://www.mhvillage.com/parks/15372,97,26,"10186 West Farrand Road, Montrose, MI 48457",43.191721,-83.87580096,Genesee County,Michigan
345,Highlands Estates,"2197 East Mount Morris Road,","Mount Morris, MI",48458,635,https://www.mhvillage.com/parks/15370,67,26,"2197 East Mount Morris Road, Mount Morris, MI 48458",43.123589,-83.66870903,Genesee County,Michigan
346,Camelot Villa,"8300 Coventry Boulevard,","Mount Morris, MI",48458,260,https://www.mhvillage.com/parks/15367,67,26,"8300 Coventry Boulevard, Mount Morris, MI 48458",43.13053399,-83.61354596,Genesee County,Michigan
347,Mount Morris Mobile Home Park,"2198 East Mount Morris Road,","Mount Morris, MI",48458,391,https://www.mhvillage.com/parks/15316,69,27,"2198 East Mount Morris Road, Mount Morris, MI 48458",43.11609,-83.66737899,Genesee County,Michigan
348,North Morris Estates,"9098 North Saginaw Road,","Mount Morris, MI",48458,598,https://www.mhvillage.com/parks/15308,67,26,"9098 North Saginaw Road, Mount Morris, MI 48458",43.13889498,-83.69099399,Genesee County,Michigan
349,South Creek MHP,"9120 Vienna Drive,","Mount Morris, MI",48458,380,https://www.mhvillage.com/parks/353,69,26,"9120 Vienna Drive, Mount Morris, MI 48458",43.13597555,-83.69763218,Genesee County,Michigan
350,White Oak,"4084 West Stanley Road,","Mount Morris, MI",48458,479,https://www.mhvillage.com/parks/357,69,27,"4084 West Stanley Road, Mount Morris, MI 48458",43.10641599,-83.75765502,Genesee County,Michigan
351,Diane Mobile Home Manor,"6261 North Saginaw Street,","Mount Morris, MI",48458,189,https://www.mhvillage.com/parks/15313,69,27,"6261 North Saginaw Street, Mount Morris, MI 48458",43.096395,-83.698588,Genesee County,Michigan
352,North Dort Manor,"8500 North Dort Highway,","Mount Morris, MI",48458,57,https://www.mhvillage.com/parks/15287,67,26,"8500 North Dort Highway, Mount Morris, MI 48458",43.13336598,-83.68010598,Genesee County,Michigan
353,Gunther Mobile Home Court,"6136 N Dort Highway,","Mount Morris, MI",48458,172,https://www.mhvillage.com/parks/317,67,26,"6136 N Dort Highway, Mount Morris, MI 48458",43.09416902,-83.67435298,Genesee County,Michigan
354,Deerfield Pines,"82 Deerfield Pines Drive,","North Branch, MI",48461,122,https://www.mhvillage.com/parks/15929,67,26,"82 Deerfield Pines Drive, North Branch, MI 48461",43.19333552,-83.3164546,Lapeer County,Michigan
355,North Branch Meadows,"6800 Lydia Boulevard,","North Branch, MI",48461,127,https://www.mhvillage.com/parks/16007,98,26,"6800 Lydia Boulevard, North Branch, MI 48461",43.23255298,-83.18253199,Lapeer County,Michigan
356,Orchard Cove LLC,"201 Orchard Cove Drive,","Otisville, MI",48463,117,https://www.mhvillage.com/parks/15978,67,26,"201 Orchard Cove Drive, Otisville, MI 48463",43.16165499,-83.530587,Genesee County,Michigan
357,Port Austin Estates,"M 25 & Larned Road Box 250,","Port Austin, MI",48467,36,https://www.mhvillage.com/parks/15814,98,25,"M 25 & Larned Road Box 250, Port Austin, MI 48467",44.0441865,-83.00987861,Huron County,Michigan
358,Mel-O-Day Acres Mobile Home Park,"3193 Port Austin Road,","Port Austin, MI",48467,40,https://www.mhvillage.com/parks/15807,98,25,"3193 Port Austin Road, Port Austin, MI 48467",43.99968299,-83.11910202,Huron County,Michigan
359,Whalen's Grindstone Park,"3373 Pointe Aux Barques,","Port Austin, MI",48467,34,https://www.mhvillage.com/parks/16049,98,25,"3373 Pointe Aux Barques, Port Austin, MI 48467",44.05490201,-82.89531401,Huron County,Michigan
360,Oak Grove,"3341 Port Austin Road,","Port Austin, MI",48467,NA,https://www.mhvillage.com/parks/54393,98,25,"3341 Port Austin Road, Port Austin, MI 48467",43.99575699,-83.12573102,Huron County,Michigan
361,Huron Shores Estates,"144 Shoreline East,","Port Sanilac, MI",48469,189,https://www.mhvillage.com/parks/15584,98,25,"144 Shoreline East, Port Sanilac, MI 48469",43.45837499,-82.55108601,Sanilac County,Michigan
362,Sunset Mobile Home Park,"854 West Sanilac Road,","Sandusky, MI",48471,105,https://www.mhvillage.com/parks/15648,98,25,"854 West Sanilac Road, Sandusky, MI 48471",43.42065306,-82.86360057,Sanilac County,Michigan
363,Swartz Creek Estates,"73 Ashley Circle,","Swartz Creek, MI",48473,176,https://www.mhvillage.com/parks/15998,69,27,"73 Ashley Circle, Swartz Creek, MI 48473",42.96080238,-83.84603388,Genesee County,Michigan
364,South Valley Estates,"37 Bellwood Drive,","Swartz Creek, MI",48473,116,https://www.mhvillage.com/parks/437,69,27,"37 Bellwood Drive, Swartz Creek, MI 48473",42.96030367,-83.81047699,Genesee County,Michigan
365,Silver Creek Village,"5100 S Elms Rd,","Swartz Creek, MI",48473,109,https://www.mhvillage.com/parks/585,71,27,"5100 S Elms Rd, Swartz Creek, MI 48473",42.95534199,-83.81292101,Genesee County,Michigan
366,Estates Of Genesee Valley,"4385 South Elms Road,","Swartz Creek, MI",48473,180,https://www.mhvillage.com/parks/15318,69,27,"4385 South Elms Road, Swartz Creek, MI 48473",42.96228899,-83.80896199,Genesee County,Michigan
367,Eagle Pointe Creek,"4385 South Elms,","Swartz Creek, MI",48473,NA,https://www.mhvillage.com/parks/106658,69,27,"4385 South Elms, Swartz Creek, MI 48473",42.96228899,-83.80896199,Genesee County,Michigan
368,Birchwood Meadows,"4155 W Carpenter Rd,","Flint, MI",48504,90,https://www.mhvillage.com/parks/16013,69,27,"4155 W Carpenter Rd, Flint, MI 48504",43.07522073,-83.75909993,Genesee County,Michigan
369,Vineyard Village,"2486 Beverly Boulevard,","Flint, MI",48504,150,https://www.mhvillage.com/parks/15887,69,27,"2486 Beverly Boulevard, Flint, MI 48504",43.04535119,-83.74853388,Genesee County,Michigan
370,Westwood Heights,"4135 Dolan Drive,","Flint, MI",48504,216,https://www.mhvillage.com/parks/15374,69,27,"4135 Dolan Drive, Flint, MI 48504",43.06614702,-83.76014897,Genesee County,Michigan
371,Westwood Village Mobile Home Park,"G-3365 West Pasadena Avenue,","Flint, MI",48504,152,https://www.mhvillage.com/parks/15375,70,27,"G-3365 West Pasadena Avenue, Flint, MI 48504",43.04392102,-83.74559597,Genesee County,Michigan
372,Myrtle Grove Mobile Home Park,"3073 W Dayton St,","Flint, MI",48504,99,https://www.mhvillage.com/parks/15286,69,27,"3073 W Dayton St, Flint, MI 48504",43.03811898,-83.73610799,Genesee County,Michigan
373,Heather Hill Estates,"4152 Corunna Road,","Flint, MI",48504,97,https://www.mhvillage.com/parks/15285,70,27,"4152 Corunna Road, Flint, MI 48504",43.00229527,-83.74102209,Genesee County,Michigan
374,Birchwood MHP,"100 Elm Tree Drive,","Flint, MI",48504,NA,https://www.mhvillage.com/parks/126766,69,27,"100 Elm Tree Drive, Flint, MI 48504",43.07379093,-83.75988835,Genesee County,Michigan
375,Genesee Forest Estates,"1806 Webster Road,","Flint, MI",48505,251,https://www.mhvillage.com/parks/15275,70,27,"1806 Webster Road, Flint, MI 48505",43.06679599,-83.66728201,Genesee County,Michigan
376,Pineview Estates,"6152 N. Genesee Rd.,","Flint, MI",48506,1011,https://www.mhvillage.com/parks/15742,67,26,"6152 N. Genesee Rd., Flint, MI 48506",43.095934,-83.61650201,Genesee County,Michigan
377,Indian Hills Manor,"6328 North Genesee Road,","Flint, MI",48506,429,https://www.mhvillage.com/parks/351,67,26,"6328 North Genesee Road, Flint, MI 48506",43.10059098,-83.61177797,Genesee County,Michigan
378,Fisherman's Cove,"4441 Jena Lane,","Flint, MI",48507,162,https://www.mhvillage.com/parks/15532,70,27,"4441 Jena Lane, Flint, MI 48507",42.96471313,-83.72338571,Genesee County,Michigan
379,Linden Place,"4192 Linden Road,","Flint, MI",48507,162,https://www.mhvillage.com/parks/15333,69,27,"4192 Linden Road, Flint, MI 48507",42.96685002,-83.77185476,Genesee County,Michigan
380,Cranberry Estates,"1549 East Atherton Road,","Flint, MI",48507,188,https://www.mhvillage.com/parks/15342,70,27,"1549 East Atherton Road, Flint, MI 48507",42.989564,-83.64995301,Genesee County,Michigan
381,Hi-Way Mobile Homes,"G-5182 South Dort Highway,","Flint, MI",48507,56,https://www.mhvillage.com/parks/292,72,27,"G-5182 South Dort Highway, Flint, MI 48507",42.95477998,-83.65483497,Genesee County,Michigan
382,Parkwood Mobile Home Park,"3120 Chari Drive,","Grand Blanc, MI",48507,247,https://www.mhvillage.com/parks/435,72,27,"3120 Chari Drive, Grand Blanc, MI 48507",42.95481099,-83.64330096,Genesee County,Michigan
383,Torrey Hills,"5406 Torrey Road,","Flint, MI",48507,377,https://www.mhvillage.com/parks/15530,72,27,"5406 Torrey Road, Flint, MI 48507",42.94857301,-83.73675902,Genesee County,Michigan
384,Tudor Estates,"1330 Maple Road,","Flint, MI",48507,302,https://www.mhvillage.com/parks/15529,70,27,"1330 Maple Road, Flint, MI 48507",42.95943314,-83.70493824,Genesee County,Michigan
385,Villa Estates,"3096 Camelot Drive,","Flint, MI",48507,319,https://www.mhvillage.com/parks/15267,70,27,"3096 Camelot Drive, Flint, MI 48507",42.96025102,-83.736928,Genesee County,Michigan
386,Dort Village Mobile Home Park,"2501 Lippincott Boulevard,","Flint, MI",48507,137,https://www.mhvillage.com/parks/15314,70,27,"2501 Lippincott Boulevard, Flint, MI 48507",43.00384712,-83.65098048,Genesee County,Michigan
387,Westhaven Mobile Court,"3251 Torrey Road,","Flint, MI",48507,77,https://www.mhvillage.com/parks/15292,70,27,"3251 Torrey Road, Flint, MI 48507",42.980906,-83.73122403,Genesee County,Michigan
388,Carriage Manor,"2211 South Dort Highway,","Flint, MI",48507,NA,https://www.mhvillage.com/parks/15269,70,27,"2211 South Dort Highway, Flint, MI 48507",43.00138998,-83.65146804,Genesee County,Michigan
389,Centennial Farms,"6401 Court Street,","Burton, MI",48509,390,https://www.mhvillage.com/parks/15953,68,26,"6401 Court Street, Burton, MI 48509",43.0200117,-83.58052239,Genesee County,Michigan
390,Villa Grande Estates,"4403 1/2 Davison Road,","Burton, MI",48509,50,https://www.mhvillage.com/parks/15291,68,26,"4403 1/2 Davison Road, Burton, MI 48509",43.03431699,-83.61984303,Genesee County,Michigan
391,Creek Wood,"3440 Creekside Boulevard,","Burton, MI",48519,336,https://www.mhvillage.com/parks/15970,68,27,"3440 Creekside Boulevard, Burton, MI 48519",42.97750165,-83.6269493,Genesee County,Michigan
392,Green Briar Community,"4070 Green Briar Boulevard,","Burton, MI",48529,345,https://www.mhvillage.com/parks/15968,70,27,"4070 Green Briar Boulevard, Burton, MI 48529",42.97018102,-83.68346503,Genesee County,Michigan
393,Maple Grove Mobile Home Park,"4493 Fenton Road,","Burton, MI",48529,102,https://www.mhvillage.com/parks/15283,70,27,"4493 Fenton Road, Burton, MI 48529",42.96054501,-83.68979404,Genesee County,Michigan
394,Twin Meadows Mobile Home Park,"1021 East Scottwood,","Burton, MI",48529,53,https://www.mhvillage.com/parks/294,70,27,"1021 East Scottwood, Burton, MI 48529",42.97078598,-83.689845,Genesee County,Michigan
395,Delta Mobile Home Park,"G-4071 Fenton Road,","Burton, MI",48529,NA,https://www.mhvillage.com/parks/15281,70,27,"G-4071 Fenton Road, Burton, MI 48529",42.98658696,-83.69294771,Genesee County,Michigan
396,Pheasant Run Mobile Home Park,"1587 Pheasant Run Drive,","Flint, MI",48532,157,https://www.mhvillage.com/parks/15371,69,27,"1587 Pheasant Run Drive, Flint, MI 48532",43.00315277,-83.7606416,Genesee County,Michigan
397,Riverside Mobile Home Park,"2155 Mill Road,","Flint, MI",48532,NA,https://www.mhvillage.com/parks/33949,69,27,"2155 Mill Road, Flint, MI 48532",43.03306776,-83.76081825,Genesee County,Michigan
398,Robin Glen,"5720 East Washington Road,","Saginaw, MI",48601,505,https://www.mhvillage.com/parks/15551,97,35,"5720 East Washington Road, Saginaw, MI 48601",43.44777398,-83.841638,Saginaw County,Michigan
399,Saginaw Mobile Home Community,"5655 Dixie Highway,","Saginaw, MI",48601,59,https://www.mhvillage.com/parks/15556,94,26,"5655 Dixie Highway, Saginaw, MI 48601",43.37522999,-83.89282402,Saginaw County,Michigan
400,Saginaw Villas,"4141 Dixie Highway,","Saginaw, MI",48601,469,https://www.mhvillage.com/parks/15328,94,35,"4141 Dixie Highway, Saginaw, MI 48601",43.39444102,-83.90287501,Saginaw County,Michigan
401,Bridgeport Mobile Home Park,"5948 Dixie Highway,","Saginaw, MI",48601,NA,https://www.mhvillage.com/parks/15557,94,26,"5948 Dixie Highway, Saginaw, MI 48601",43.365287,-83.88675904,Saginaw County,Michigan
402,Lawndale Estates,"4509 Longmeadow Blvd W,","Saginaw, MI",48603,667,https://www.mhvillage.com/parks/15331,93,35,"4509 Longmeadow Blvd W, Saginaw, MI 48603",43.47314256,-84.04090053,Saginaw County,Michigan
403,Lakeview Estates on Lawndale,"4231 Lawndale Road,","Saginaw, MI",48603,122,https://www.mhvillage.com/parks/43135,93,35,"4231 Lawndale Road, Saginaw, MI 48603",43.46957797,-84.03415135,Saginaw County,Michigan
404,Saginaw Valley Mobile Home Park,"6160 Davis Road,","Saginaw, MI",48604,179,https://www.mhvillage.com/parks/15553,97,35,"6160 Davis Road, Saginaw, MI 48604",43.49626625,-83.95599373,Saginaw County,Michigan
405,Edgewood Village Mobile Home Community,"1490 South Graham Road,","Saginaw, MI",48609,198,https://www.mhvillage.com/parks/15892,93,26,"1490 South Graham Road, Saginaw, MI 48609",43.40311398,-84.13756998,Saginaw County,Michigan
406,Thomas Crossings,"1723 Cranberry Lake Cir,","Saginaw, MI",48609,43,https://www.mhvillage.com/parks/103519,93,26,"1723 Cranberry Lake Cir, Saginaw, MI 48609",43.39874504,-84.07002526,Saginaw County,Michigan
407,Kris Kay Mobile Home Park,"1800 Graham Road,","Saginaw, MI",48609,302,https://www.mhvillage.com/parks/15332,93,26,"1800 Graham Road, Saginaw, MI 48609",43.40033299,-84.13838,Saginaw County,Michigan
408,O & M Mobile Home Park,"1090 Michigan 76,","Alger, MI",48610,40,https://www.mhvillage.com/parks/15616,99,36,"1090 Michigan 76, Alger, MI 48610",44.1250442,-84.1205788,Arenac County,Michigan
409,Lakefront Estates,"385 West Brown Street,","Beaverton, MI",48612,68,https://www.mhvillage.com/parks/483,95,34,"385 West Brown Street, Beaverton, MI 48612",43.88066299,-84.50159997,Gladwin County,Michigan
410,Pleasant Beach Mobile Home Resort,"4991 Wixom Road,","Beaverton, MI",48612,101,https://www.mhvillage.com/parks/15582,95,34,"4991 Wixom Road, Beaverton, MI 48612",43.844123,-84.33459097,Gladwin County,Michigan
411,Breckenridge Mobile Home Park,"452 Elm Street,","Breckenridge, MI",48615,46,https://www.mhvillage.com/parks/15658,93,34,"452 Elm Street, Breckenridge, MI 48615",43.41458902,-84.48580603,Gratiot County,Michigan
412,Stoddard Mobile Court,"16940 South Oakley Road,","Chesaning, MI",48616,125,https://www.mhvillage.com/parks/15327,71,34,"16940 South Oakley Road, Chesaning, MI 48616",43.17322476,-84.16888786,Saginaw County,Michigan
413,Evergreen Trailer Park,"614 Owosso Street,","Chesaning, MI",48616,NA,https://www.mhvillage.com/parks/15552,71,26,"614 Owosso Street, Chesaning, MI 48616",43.19105799,-84.12139802,Saginaw County,Michigan
414,Luke's Trailer Park,"705 S Rainbow Dr,","Clare, MI",48617,NA,https://www.mhvillage.com/parks/15607,100,34,"705 S Rainbow Dr, Clare, MI 48617",43.81898601,-84.75615703,Clare County,Michigan
415,Ruby's Mobile Home Park,"10600 South Clare Avenue,","Clare, MI",48617,NA,https://www.mhvillage.com/parks/15609,100,34,"10600 South Clare Avenue, Clare, MI 48617",43.83417402,-84.769253,Clare County,Michigan
416,Pleasant Valley Mobile Home Park,"600 West 5th Street,","Clare, MI",48617,NA,https://www.mhvillage.com/parks/15608,100,34,"600 West 5th Street, Clare, MI 48617",43.82322101,-84.78166802,Clare County,Michigan
417,Coleman Mobile Home Park,"330 South 3rd Street,","Coleman, MI",48618,58,https://www.mhvillage.com/parks/15381,95,34,"330 South 3rd Street, Coleman, MI 48618",43.751177,-84.58969503,Midland County,Michigan
418,Wixom Waters,"Po Box 222,","Edenville, MI",48620,51,https://www.mhvillage.com/parks/16041,95,34,"Po Box 222, Edenville, MI 48620",43.8057406,-84.3850241,Midland County,Michigan
419,Meadows of Farwell,"551 Grace Street,","Farwell, MI",48622,68,https://www.mhvillage.com/parks/15603,100,34,"551 Grace Street, Farwell, MI 48622",43.83996901,-84.85863501,Clare County,Michigan
420,Beech Tree Estates,"7413 North Nottawa Road,","Farwell, MI",48622,NA,https://www.mhvillage.com/parks/16044,92,34,"7413 North Nottawa Road, Farwell, MI 48622",43.74681401,-84.87095004,Isabella County,Michigan
421,Falconview Estates,"9645 Meadowlark,","Freeland, MI",48623,179,https://www.mhvillage.com/parks/15952,97,35,"9645 Meadowlark, Freeland, MI 48623",43.52564775,-84.10311413,Saginaw County,Michigan
422,Freeland MHC,"10340 Midland Road,","Freeland, MI",48623,122,https://www.mhvillage.com/parks/593,97,35,"10340 Midland Road, Freeland, MI 48623",43.55960001,-84.16656801,Saginaw County,Michigan
423,Lakeshore Village,"4061 Lakeshore Drive,","Gladwin, MI",48624,29,https://www.mhvillage.com/parks/15612,99,34,"4061 Lakeshore Drive, Gladwin, MI 48624",44.08346393,-84.31655119,Gladwin County,Michigan
424,Greenbriar Village,"1305 North Springs Street,","Gladwin, MI",48624,69,https://www.mhvillage.com/parks/15611,99,34,"1305 North Springs Street, Gladwin, MI 48624",43.99228001,-84.49853798,Gladwin County,Michigan
425,Riverview Mobile Park,"2577 Lake Shore Drive,","Gladwin, MI",48624,48,https://www.mhvillage.com/parks/15613,99,34,"2577 Lake Shore Drive, Gladwin, MI 48624",44.04263588,-84.33767715,Gladwin County,Michigan
426,Gladwin Village,"805 North Bowery Avenue,","Gladwin, MI",48624,NA,https://www.mhvillage.com/parks/15614,99,34,"805 North Bowery Avenue, Gladwin, MI 48624",43.98720608,-84.4904242,Gladwin County,Michigan
427,Key Mobile Home Court,"221 North Lakeview Drive,","Gladwin, MI",48624,NA,https://www.mhvillage.com/parks/15615,99,34,"221 North Lakeview Drive, Gladwin, MI 48624",43.984713,-84.35367304,Gladwin County,Michigan
428,Cedar Shores,"5916 Cedar Shores,","Harrison, MI",48625,NA,https://www.mhvillage.com/parks/16059,100,34,"5916 Cedar Shores, Harrison, MI 48625",44.02662201,-84.72933502,Clare County,Michigan
429,Hidden Hill Family Campground,"300 North Clare,","Harrison, MI",48625,55,https://www.mhvillage.com/parks/15727,100,34,"300 North Clare, Harrison, MI 48625",43.99393301,-84.78172804,Clare County,Michigan
430,Harrison Estates,"2600 Mostetler Road,","Harrison, MI",48625,50,https://www.mhvillage.com/parks/15606,100,34,"2600 Mostetler Road, Harrison, MI 48625",44.00958731,-84.79577473,Clare County,Michigan
431,Parkers Trailer Park,"3100 Long Lake Road,","Harrison, MI",48625,NA,https://www.mhvillage.com/parks/15604,100,34,"3100 Long Lake Road, Harrison, MI 48625",44.10354678,-84.78772323,Clare County,Michigan
432,Withii Trailer Park,"1820 Hampton Road,","Harrison, MI",48625,NA,https://www.mhvillage.com/parks/15610,100,34,"1820 Hampton Road, Harrison, MI 48625",44.03414699,-84.81152101,Clare County,Michigan
433,Pleasant Valley Estates,"16105 Doyle Road,","Hemlock, MI",48626,220,https://www.mhvillage.com/parks/15329,93,26,"16105 Doyle Road, Hemlock, MI 48626",43.40720056,-84.23167509,Saginaw County,Michigan
434,Higgins Lake Hide-a-way Mobile Home Park,"6059 West Higgins Lake Drive,","Higgins Lake, MI",48627,NA,https://www.mhvillage.com/parks/15857,105,36,"6059 West Higgins Lake Drive, Higgins Lake, MI 48627",44.46069001,-84.74732401,Roscommon County,Michigan
435,"Park ""24"" Inc.","109 Prudence,","Higgins Lake, MI",48627,NA,https://www.mhvillage.com/parks/15859,105,36,"109 Prudence, Higgins Lake, MI 48627",44.46227084,-84.74826344,Roscommon County,Michigan
436,Sandy Oaks Resort,"2757 Owens Dr,","Houghton Lake, MI",48629,227,https://www.mhvillage.com/parks/105535,105,36,"2757 Owens Dr, Houghton Lake, MI 48629",44.29564502,-84.69286997,Roscommon County,Michigan
437,Whispering Oaks Mobile Home Park,"3517 West Houghton Lake Drive,","Houghton Lake, MI",48629,26,https://www.mhvillage.com/parks/15862,105,36,"3517 West Houghton Lake Drive, Houghton Lake, MI 48629",44.2985549,-84.70919268,Roscommon County,Michigan
438,Mounds Mobile Home Park,"130 Mounds Trail,","Houghton Lake, MI",48629,NA,https://www.mhvillage.com/parks/54551,105,36,"130 Mounds Trail, Houghton Lake, MI 48629",44.35993799,-84.68462402,Roscommon County,Michigan
439,North Shore Trailer Park,"8687 East Houghton Lake Road,","Houghton Lake, MI",48629,NA,https://www.mhvillage.com/parks/15865,105,36,"8687 East Houghton Lake Road, Houghton Lake, MI 48629",44.37522201,-84.73322397,Roscommon County,Michigan
440,Poplar's Resort,"10360 West Shore Dr,","Houghton Lake, MI",48629,NA,https://www.mhvillage.com/parks/15669,105,36,"10360 West Shore Dr, Houghton Lake, MI 48629",44.355999,-84.79427499,Roscommon County,Michigan
441,White Birch Estates,"2421 E. Birch Dr.,","Kawkawlin, MI",48631,249,https://www.mhvillage.com/parks/15357,96,35,"2421 E. Birch Dr., Kawkawlin, MI 48631",43.67032918,-84.04574411,Bay County,Michigan
442,Pines Trailer Park,"2080 South Huron Road,","Kawkawlin, MI",48631,29,https://www.mhvillage.com/parks/15452,96,35,"2080 South Huron Road, Kawkawlin, MI 48631",43.67866302,-83.95946099,Bay County,Michigan
443,Sandy Shores Resort,"2221 Grass Lake Ave,","Lake, MI",48632,330,https://www.mhvillage.com/parks/129134,100,34,"2221 Grass Lake Ave, Lake, MI 48632",43.955973,-84.99367904,Clare County,Michigan
444,Loomis Resort,"10585 Rock Road,","Lake, MI",48632,NA,https://www.mhvillage.com/parks/15605,100,34,"10585 Rock Road, Lake, MI 48632",43.83546768,-85.06049497,Clare County,Michigan
445,Linwood Mobile Home Park,"1815 Pamela Drive,","Linwood, MI",48634,NA,https://www.mhvillage.com/parks/15454,96,35,"1815 Pamela Drive, Linwood, MI 48634",43.7387873,-83.9801271,Bay County,Michigan
446,Midland MHP,"47 North Meridian Road,","Midland, MI",48640,63,https://www.mhvillage.com/parks/361,95,34,"47 North Meridian Road, Midland, MI 48640",43.61414399,-84.37313196,Midland County,Michigan
447,"Evergreen Whispering Pines MHP, LLC","227 W. Olson Road,","Midland, MI",48640,105,https://www.mhvillage.com/parks/42428,95,34,"227 W. Olson Road, Midland, MI 48640",43.621696,-84.37787797,Midland County,Michigan
448,Woodview Mobile Home Park,"257 West Olson Road,","Midland, MI",48640,NA,https://www.mhvillage.com/parks/338,95,34,"257 West Olson Road, Midland, MI 48640",43.62478599,-84.37947002,Midland County,Michigan
449,Alpine Village,"3601 Alpine Drive,","Midland, MI",48642,283,https://www.mhvillage.com/parks/15379,95,35,"3601 Alpine Drive, Midland, MI 48642",43.66374415,-84.26933553,Midland County,Michigan
450,Arlington Manor,"222 Rockwell Dr,","Midland, MI",48642,100,https://www.mhvillage.com/parks/15378,95,35,"222 Rockwell Dr, Midland, MI 48642",43.5989554,-84.16759298,Midland County,Michigan
451,Oakside MHC,"2752 West North Union Road,","Midland, MI",48642,142,https://www.mhvillage.com/parks/409,97,35,"2752 West North Union Road, Midland, MI 48642",43.61605301,-84.15735998,Bay County,Michigan
452,Victoria Woods,"2574 West Midland Road,","Midland, MI",48642,53,https://www.mhvillage.com/parks/15450,97,35,"2574 West Midland Road, Midland, MI 48642",43.60662299,-84.15272102,Bay County,Michigan
453,Maple Grove Village,"400 Kuipers Drive,","Midland, MI",48642,140,https://www.mhvillage.com/parks/15340,95,35,"400 Kuipers Drive, Midland, MI 48642",43.60115401,-84.17826898,Midland County,Michigan
